	sim_cos	sim_ous	sim_pear	count	rate	do_flag
0	0.08070801676817141	0.08939597736631745	0.07595870371126788	0.11473565804274466	0.7135446685878962	1.0
1	0.261417557851552	0.1198102958577009	0.24669652118857754	0.030966717395619667	0.8166311300639659	1.0
2	0.1663835783814576	0.18484301179728926	0.16451348844908134	0.049427645073777546	0.9010695187165776	1.0
3	0.07335224959526819	0.11865342455810955	0.06343112033371183	0.020445973665056575	0.8419354838709677	2.0
4	0.13722649300364895	0.07749345896630501	0.12984738603020482	0.20426123205187588	0.6939766839378239	1.0
5	0.0	0.08572962053850708	0.0	0.040825779130549855	0.17475728155339804	2.0
6	0.15372364234994304	0.08054647938630623	0.13452397755315354	0.02276186064977172	0.0057971014492753615	3.0
7	0.12221946889685265	0.09620304479584227	0.11475235479227795	0.11261827565671938	0.7897827363476219	1.0
8	0.10268636486568418	0.13077650532974566	0.09030328227897658	0.05617680142923311	0.001176470588235294	2.0
9	0.1539528761322865	0.09011083875167963	0.14632858108944966	0.024746906636670417	0.76	1.0
10	0.16422503642636346	0.11289198776431428	0.15101385225520028	0.0693442731423278	0.5862726406101049	1.0
11	0.030336817561530574	0.08560827084790226	0.023907889614936825	0.03692185535631576	0.5259391771019678	2.0
12	0.11915227530711005	0.0960190954836854	0.10115247787169616	0.043207834314828296	0.0	2.0
13	0.14059112907319474	0.11354160481824747	0.1338398646301334	0.06444782637464434	0.6328205128205128	1.0
14	0.17816909416301768	0.08173980057143995	0.16891079216388194	0.731357109773043	0.7147638863759725	1.0
15	0.2133791408941585	0.08654470573312195	0.20381920714908408	0.047442599086878846	0.8022284122562674	1.0
16	0.1751373207505832	0.11173085991652676	0.17119267406511446	0.02249718785151856	0.8768328445747801	1.0
17	0.11877541220665268	0.0839664797339637	0.1090429904948655	0.01654204989082247	0.7211155378486056	1.0
18	0.2101256759315648	0.0970344751014488	0.2032560062973192	0.018725600476411038	0.8133802816901409	1.0
19	0.1953354367155068	0.1656152962699963	0.19241437392213376	0.11797789982134586	0.5969730941704036	2.0
20	0.17710847113669867	0.12093814874452324	0.16748244801921275	0.010983921127506121	0.7185628742514971	1.0
21	0.2643934193927061	0.16841117028149238	0.26208358344614346	0.037054191755442334	0.6506238859180036	1.0
22	0.0	0.09507408479972396	0.0	0.013895321908290875	0.6587677725118484	1.0
23	0.060662102775412514	0.1196364054752398	0.05524956688988459	0.004962614967246742	0.6973684210526315	2.0
24	0.06422314937883113	0.10852468357368523	0.0586692137836308	0.03321643618077152	0.0019880715705765406	3.0
25	0.13885533285839907	0.08122292760796812	0.12960623396652118	0.012770462515714948	0.5206185567010311	2.0
26	0.15222370769557306	0.11160113180603637	0.13988399378349764	0.002779064381658175	0.02325581395348837	3.0
27	0.02362939847235821	0.16255258528506092	0.018475851637272923	0.003970091973797393	0.0	2.0
28	0.1366979921637284	0.07150111473658033	0.12327375049951855	0.018328591279031296	0.7158273381294964	1.0
29	0.10054932420909594	0.11212649902828384	0.09624116138168654	0.002315886984715146	0.0	2.0
30	0.14182759533658834	0.09594979059822452	0.13667153731473836	0.013696817309601006	0.908653846153846	1.0
31	0.1897162563827564	0.08961381239432922	0.18225697888356396	0.23502944484880567	0.5904869124683366	1.0
32	0.18649858647654088	0.1045091360905998	0.17839308914396287	0.014623172103487065	0.8513513513513513	1.0
33	0.15504678960337098	0.1067577359856048	0.13793993584702388	0.012505789717461788	0.005263157894736842	2.0
34	0.06502016800211602	0.09252081206110664	0.054578298194028714	0.01720373188645537	0.9080459770114944	2.0
35	0.07333268481297447	0.1169241373859358	0.0640789300896465	0.0009263547938860583	0.0	2.0
36	0.07695734987900749	0.10369629361252834	0.07154474217605668	0.0037715873751075235	0.6379310344827587	1.0
37	0.19953846551235588	0.11193437569939346	0.1933331729043458	0.06682988155892278	0.8259149357072205	1.0
38	0.11669843798540153	0.09527138036505034	0.1081045151292803	0.019519618871170517	0.6452702702702703	1.0
39	0.07614608227072023	0.1127791148136553	0.0708454736152576	0.02779064381658175	0.8432304038004751	1.0
40	0.13211108847103634	0.08073559291146923	0.12293186541336013	0.02448223383841726	0.9137466307277629	1.0
41	0.18460207139549792	0.08949159946865365	0.17530037218375674	0.009528220737113744	0.7379310344827587	1.0
42	0.1857159759715169	0.1636276935414004	0.18141660775951604	0.03758353735194865	0.17398945518453424	2.0
43	0.07300490686561466	0.08073945434173806	0.06847637339785602	0.009925229934493483	0.8543046357615894	1.0
44	0.08966432463618132	0.1085451718859132	0.08180974046999166	0.04678091709124595	0.01836158192090396	2.0
45	0.10270782593900496	0.11030420201544268	0.09098640354567963	0.026930457222258983	0.0024509803921568627	3.0
46	0.0777646504599742	0.10829268066342083	0.061296623771399	0.10500893270694105	0.02392947103274559	2.0
47	0.15695284932581385	0.10402657753368537	0.14976465416601065	0.031099053794746246	0.7239915074309978	1.0
48	0.14800992802545346	0.13203607509642426	0.14219027133348006	0.11010388407331437	0.6384384384384384	1.0
49	0.2826877867981624	0.10830263463200128	0.27096235311190553	0.05339773704757494	0.7400990099009901	1.0
50	0.14683200238730038	0.10512469824230247	0.13691150729560386	0.005028783166810031	0.5844155844155844	1.0
51	0.1512828591235212	0.12058223560042765	0.14285853368189638	0.12631509296632037	0.8633507853403142	1.0
52	0.11923116015354775	0.08971014374185869	0.11273342114395275	0.06444782637464434	0.6328205128205128	1.0
53	0.22183020037284265	0.10361960216037117	0.2116670294148778	0.0015880367895189573	0.0	3.0
54	0.08163220544205521	0.1145837079567718	0.06699058319923154	0.02415139284060081	0.0	2.0
55	0.2721052961250218	0.09181421390664356	0.2576778425875616	0.036988023555879046	0.8125	1.0
56	0.1000657961687446	0.11557825430322086	0.0961222974952114	0.00535962416462648	0.9146341463414634	1.0
57	0.09478983951871783	0.09584355132633587	0.08645635586145889	0.0333487725798981	0.8396039603960396	1.0
58	0.1871571305485783	0.0780819131509599	0.17654332580649348	0.03434129557334745	0.8615384615384616	1.0
59	0.0	0.15445368416200106	-0.005076777952682483	0.055448951234036925	0.8653158522050061	2.0
60	0.08255025304022524	0.12397981733046645	0.07836441768428783	0.0051611195659366105	0.4556962025316456	1.0
61	0.1855390746604776	0.12569782508068028	0.18082541442476988	0.006352147158075829	0.8350515463917526	1.0
62	0.0	0.10348959711722906	0.0	0.008138688546284656	0.6290322580645161	2.0
63	0.0	0.097410372254829	0.0	0.04459736650565738	0.9362962962962964	1.0
64	0.2589264133416669	0.08837168301252489	0.24449335629219834	0.009594388936677033	0.4520547945205479	1.0
65	0.13867921483156376	0.10877173012524358	0.1304158093205168	0.005293455965063191	0.8765432098765432	1.0
66	0.08943447847433497	0.0930639930366532	0.08536150769743432	0.01078541652881625	0.8780487804878049	1.0
67	0.15221820291420454	0.10242778322638232	0.1447616456435663	0.006484483557202408	0.7777777777777778	2.0
68	0.18313089788723932	0.12510072706281564	0.17522799749126605	0.004962614967246742	0.9210526315789472	1.0
69	0.19380562087110176	0.10287335820717768	0.1828544876472194	0.006418315357639119	0.0	2.0
70	0.1882654956170365	0.0963293574018632	0.17846716020158218	0.21180440680209092	0.7148657089319176	1.0
71	0.1039029387017016	0.09705044247713694	0.09373113341215568	0.030834380996493084	0.5417558886509636	2.0
72	0.12960170449262098	0.09019681169443514	0.12373420634229175	0.02229868325282869	0.8076923076923077	1.0
73	0.04797972415936349	0.09095157660892493	0.04179299219989562	0.13174088533051015	0.8227911646586346	1.0
74	0.12740224558012986	0.07133787688465723	0.11132180991267214	0.0359955005624297	0.8293577981651377	1.0
75	0.05296249816729885	0.11248496755181847	0.04716793394460637	0.07827698008337193	0.6114864864864865	2.0
76	0.1961922203722908	0.07821962434826557	0.1860400611460606	0.03824521934758155	0.8169257340241797	1.0
77	0.0944923215273733	0.09137291832642368	0.08721705372789264	0.004433269370740422	0.5882352941176471	1.0
78	0.09268958403263956	0.0898587878853361	0.08854948957905069	0.009925229934493483	0.8741721854304636	1.0
79	0.2034314124361856	0.09081651179077407	0.19231417098944795	0.05008932706941044	0.7572559366754618	1.0
80	0.0	0.0909685879271954	0.0	0.03751736915238536	0.9366197183098592	1.0
81	0.21993353004741595	0.08168092848198241	0.20006610250399334	0.0471117580890624	0.9060308555399721	1.0
82	0.07202181299706882	0.1316476714035741	0.06685707737075061	0.032554754185138625	0.5172413793103449	2.0
83	0.14222268992940898	0.11005297279719943	0.1316832078450502	0.024813074836233705	0.75	2.0
84	0.05101131369750598	0.11949866199838885	0.045419872555873916	0.1437834976510289	0.8486660533578657	1.0
85	0.18097443907861746	0.09617586903051216	0.1709421289906308	0.019585787070733805	0.7373737373737373	1.0
86	0.06643445389596364	0.11093837919770637	0.0589978228886726	0.0025805597829683053	0.0	2.0
87	0.0	0.1091605805406799	0.0	0.04909680407596109	0.8411843876177658	1.0
88	0.0839400484982886	0.12517828353931826	0.06922707438029277	0.019056441474227487	0.05536332179930796	2.0
89	0.13046134940195606	0.11212308474094727	0.12214331240003301	0.02825382121352478	0.7336448598130841	1.0
90	0.1043467229559884	0.08502994875796027	0.09558910898098924	0.030900549196056375	0.7051282051282052	2.0
91	0.2158464251316014	0.09952797443228016	0.20940480661793195	0.045920730496923176	0.8964028776978418	1.0
92	0.18946662949315773	0.08484426765463356	0.1767950493599358	0.14014424667504796	0.4662576687116564	1.0
93	0.06155088972422487	0.080213557479306	0.05551528373487096	0.032356249586448754	0.7959183673469388	2.0
94	0.08059741717963859	0.08078912309256225	0.07640232677871912	0.030569708198239925	0.8747300215982722	1.0
95	0.03734049631479425	0.1348256175218661	0.0308740779267488	0.030768212796929796	0.8326180257510729	2.0
96	0.1784355351677584	0.08125112405704647	0.16521881245681186	0.015218685899556673	0.8917748917748918	1.0
97	0.1329581112526682	0.09817984423130073	0.12774322368026966	0.03453980017203732	0.7361376673040153	1.0
98	0.17937747435022938	0.08600308372180472	0.17167426755310042	0.010983921127506121	0.8083832335329342	1.0
99	0.07638374054367487	0.09103445795392932	0.06795074611433817	0.09998014954013101	0.8723544973544973	1.0
100	0.18191058618211406	0.15611618598043736	0.1799871091599119	0.11605902203401046	0.7834757834757835	1.0
101	0.18817780500583287	0.13426757533766992	0.1833351713105535	0.029511017005227288	0.8434004474272929	1.0
102	0.11485322988734735	0.11913920090822708	0.1040106229784182	0.10507510090650433	0.7772183763373192	1.0
103	0.0945907370091908	0.09145996478817936	0.08785690585459217	0.009660557136240323	0.0	2.0
104	0.0847499879583886	0.08931762818899065	0.07700569864344364	0.053463905247138226	0.003708281829419036	2.0
105	0.07204614648292228	0.11689398040940376	0.06276729088946442	0.006153642559385959	0.02127659574468085	2.0
106	0.057894224852348276	0.11656385349045252	0.04833925968746161	0.021306160259379342	0.8482972136222909	2.0
107	0.1940816661835979	0.11658132347274945	0.18491479487104426	0.008668034142790975	0.9090909090909092	1.0
108	0.19098976462987166	0.12094309118232847	0.18707044041713514	0.048765963078144646	0.8265582655826558	1.0
109	0.15612982509718354	0.09381377870620564	0.14679849101079098	0.013961490107854165	0.8962264150943396	1.0
110	0.20992383617142368	0.10284123394966088	0.20211968856737175	0.03937007874015748	0.8573825503355704	1.0
111	0.13902315390694078	0.09185474930555793	0.13095169960006528	0.011976444120955469	0.8021978021978022	1.0
112	0.24071893434085226	0.07895883809507702	0.22852516507289544	0.012174948719645338	0.8756756756756757	1.0
113	0.1674099280665126	0.09216984836570986	0.16151977855021785	0.07622576589690995	0.7372072853425846	1.0
114	0.1821294277531884	0.1167410949172663	0.17558490559502232	0.008932706941044134	0.9191176470588236	1.0
115	0.14320847559004976	0.16707172147766505	0.13907406537749414	0.013498312710911136	0.7951219512195122	1.0
116	0.13663407842177594	0.1088385188302176	0.12583937192926756	0.07040296433534043	0.5295774647887324	2.0
117	0.0626227224618746	0.09884246986204594	0.05793598997700294	0.1163898630318269	0.7	1.0
118	0.1936070676124643	0.1714280769051105	0.18761006669213487	0.0054919605637530605	0.6666666666666666	2.0
119	0.2243629247368672	0.07866534057736256	0.2126639707085348	0.04955998147290412	0.8546666666666667	1.0
120	0.08599937906992404	0.09317371305321688	0.08152003268285228	0.019982796268113546	0.8679867986798679	1.0
121	0.2020767973953788	0.10323630520119306	0.1927251697269541	0.006749156355455568	0.9611650485436892	1.0
122	0.16144180874062594	0.1323715354948844	0.1558253082876362	0.10785416528816251	0.7247087676272226	1.0
123	0.17262755217323306	0.09073737625312313	0.15089895954480792	0.019784291669423675	0.013333333333333334	2.0
124	0.0937683451901854	0.08607635645464333	0.08978751712078442	0.02315886984715146	0.7293447293447294	1.0
125	0.16315800095229366	0.1094749770266723	0.15300432415248227	0.01151326672401244	0.16	1.0
126	0.08082212155550912	0.10939436294978734	0.07685153334196419	0.11632369483226361	0.7356452529846503	1.0
127	0.0851846836117485	0.09147320787993164	0.08101298982089065	0.10944220207768146	0.7873111782477341	1.0
128	0.05836938523796663	0.07101805476046211	0.05212283271426816	0.023291206246278038	0.8441926345609065	1.0
129	0.21952800453226026	0.1034113489123941	0.20805300381415728	0.006682988155892278	0.8627450980392157	1.0
130	0.09007627133615903	0.0968252284253496	0.07947872390296765	0.03500297756898035	0.7981132075471699	1.0
131	0.08010795159523353	0.09765945551453302	0.07599585249730997	0.07794613908555548	0.8269720101781171	1.0
132	0.1501357327481828	0.0973053508904693	0.1359830832677595	0.03500297756898035	0.6075471698113207	1.0
133	0.2404296834481253	0.11421956465922432	0.2318362821779192	0.048765963078144646	0.8685636856368564	1.0
134	0.20061372754839413	0.11304317651840845	0.19111600249586255	0.022960365248461588	0.7643678160919541	1.0
135	0.10855984324441184	0.09765945551453302	0.1006408509258486	0.059286706808707734	0.3890746934225195	2.0
136	0.6666431523317328	0.2526383210837235	0.6646677694522058	0.04009792893535367	0.8731466227347611	1.0
137	0.06533732568079506	0.1197033131256298	0.060011458558254224	0.015020181300866804	0.9385964912280702	1.0
138	0.10404861046198154	0.10629113602409897	0.08674102028672688	0.013233639912657977	0.0	2.0
139	0.0947245195883227	0.11270732887446472	0.08698065292297284	0.047442599086878846	0.8704735376044568	1.0
