	sim_cos	sim_ous	sim_pear	count	rate	do_flag
0	0.14783293725185467	0.10123615527348323	0.13575375998261124	0.20968702441606563	0.8835962145110409	1.0
1	0.1989229899003925	0.10559767709623798	0.18904725734591585	0.20968702441606563	0.8835962145110409	1.0
2	0.17158489940420074	0.13214970987079944	0.16177174480996356	0.20968702441606563	0.8835962145110409	1.0
3	0.2620451877748581	0.11983386970257685	0.2560244740644955	0.20968702441606563	0.8835962145110409	1.0
4	0.20266495384697536	0.08845197429172316	0.1938968964355256	0.20968702441606563	0.8835962145110409	1.0
5	0.18127508116392752	0.08952451661277472	0.1709295213065712	0.20968702441606563	0.8835962145110409	1.0
6	0.18624994155116045	0.08710401970170605	0.17748557706415746	0.20968702441606563	0.8835962145110409	1.0
7	0.1711750330382589	0.09508066597593401	0.1599072617518971	0.20968702441606563	0.8835962145110409	1.0
8	0.22939011104395854	0.1141664407497776	0.2209164714544153	0.20968702441606563	0.8835962145110409	1.0
9	0.1309823068092482	0.1062707204064128	0.1181875989806271	0.20968702441606563	0.8835962145110409	1.0
10	0.13383479554537958	0.11542512364486295	0.12136048539193207	0.20968702441606563	0.8835962145110409	1.0
11	0.3257312212057503	0.14624162102226138	0.3206755956775266	0.20968702441606563	0.8835962145110409	1.0
12	0.08287430334282753	0.09822770277448788	0.06343516680261814	0.08482763184013763	0.011691348402182384	2.0
13	0.16158234955138456	0.09412992136686073	0.14438503293868915	0.08482763184013763	0.011691348402182384	3.0
14	0.14085640616656012	0.10507024149164544	0.12295464969731422	0.08482763184013763	0.011691348402182384	3.0
15	0.2413626229705229	0.0981661883535876	0.22830637661797004	0.08482763184013763	0.011691348402182384	2.0
16	0.11550911724144057	0.1010460556839943	0.10611191963562684	0.1824257261959902	0.9129804205946338	1.0
17	0.13002285300903704	0.1044403376429318	0.12165672332771485	0.1824257261959902	0.9129804205946338	1.0
18	0.13356545946259454	0.13214735914347156	0.1258934961338359	0.1824257261959902	0.9129804205946338	1.0
19	0.15807085317984348	0.08778585899042886	0.15122494766135114	0.1824257261959902	0.9129804205946338	1.0
20	0.15174233495812395	0.08915422541170316	0.14406544712676744	0.1824257261959902	0.9129804205946338	1.0
21	0.13023531070746364	0.0863640821998743	0.12281721454222312	0.1824257261959902	0.9129804205946338	1.0
22	0.15123749489066507	0.09492453608650868	0.14303763524318794	0.1824257261959902	0.9129804205946338	1.0
23	0.18208526067979305	0.11321703556898413	0.17550822475182318	0.1824257261959902	0.9129804205946338	1.0
24	0.08927968458648489	0.10605382514136248	0.07900319671507196	0.1824257261959902	0.9129804205946338	1.0
25	0.09996677519277962	0.11548956758563007	0.0901657766960732	0.1824257261959902	0.9129804205946338	1.0
26	0.24896846048394916	0.14328622552608045	0.2448526435542633	0.1824257261959902	0.9129804205946338	1.0
